state,country,latitude,longitude,date,case,death,recovered,iso_a3,source
,Madagascar,-18.766947,46.869107,2020-08-23,14327,178,13355,MDG,jhu
,Malawi,-13.2543,34.3015,2020-08-23,5414,168,3012,MWI,jhu
,Malaysia,4.210483999999999,101.975766,2020-08-23,9267,125,8959,MYS,jhu
,Maldives,3.2028,73.2207,2020-08-23,6779,26,4222,MDV,jhu
,Mali,17.570692,-3.996166000000001,2020-08-23,2705,125,2018,MLI,jhu
,Malta,35.9375,14.3754,2020-08-23,1612,10,934,MLT,jhu
,Mauritania,21.0079,-10.9408,2020-08-23,6905,158,6232,MRT,jhu
,Mauritius,-20.348404,57.552152,2020-08-23,346,10,335,MUS,jhu
,Mexico,23.6345,-102.5528,2020-08-23,560164,60480,458123,MEX,jhu
,Moldova,47.4116,28.3699,2020-08-23,33478,940,22683,MDA,jhu
,Monaco,43.7333,7.4167,2020-08-23,154,4,116,MCO,jhu
,Mongolia,46.8625,103.8467,2020-08-23,298,0,289,MNG,jhu
,Montenegro,42.708678000000006,19.37439,2020-08-23,4343,84,3356,MNE,jhu
,Morocco,31.7917,-7.0926,2020-08-23,52349,888,36343,MAR,jhu
,Namibia,-22.9576,18.4904,2020-08-23,5854,52,2509,NAM,jhu
,Nepal,28.1667,84.25,2020-08-23,31935,149,18631,NPL,jhu
Aruba,Netherlands,12.5211,-69.9683,2020-08-23,1568,7,455,NLD,jhu
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2020-08-23,13,0,7,NLD,jhu
Curacao,Netherlands,12.1696,-68.99,2020-08-23,39,1,33,NLD,jhu
Sint Maarten,Netherlands,18.0425,-63.0548,2020-08-23,396,17,147,NLD,jhu
,Netherlands,52.1326,5.2913,2020-08-23,66554,6200,0,NLD,jhu
,New Zealand,-40.9006,174.886,2020-08-23,1683,22,1538,NZL,jhu
,Nicaragua,12.865416,-85.207229,2020-08-23,4311,133,2913,NIC,jhu
,Niger,17.607789,8.081666,2020-08-23,1172,69,1083,NER,jhu
,Nigeria,9.082,8.6753,2020-08-23,52227,1002,38945,NGA,jhu
,North Macedonia,41.6086,21.7453,2020-08-23,13595,564,10110,MKD,jhu
,Norway,60.472,8.4689,2020-08-23,10323,264,9150,NOR,jhu
,Oman,21.512583,55.92325500000001,2020-08-23,83769,609,78386,OMN,jhu
,Pakistan,30.3753,69.3451,2020-08-23,293261,6244,276829,PAK,jhu
,Panama,8.538,-80.7821,2020-08-23,86900,1892,61420,PAN,jhu
,Papua New Guinea,-6.314993,143.95555,2020-08-23,401,4,232,PNG,jhu
,Paraguay,-23.4425,-58.4438,2020-08-23,13233,205,7417,PRY,jhu
,Peru,-9.19,-75.0152,2020-08-23,585236,27453,399357,PER,jhu
,Philippines,12.879721,121.774017,2020-08-23,189601,2998,131367,PHL,jhu
,Poland,51.9194,19.1451,2020-08-23,61762,1955,42183,POL,jhu
,Portugal,39.3999,-8.2245,2020-08-23,55597,1796,40774,PRT,jhu
,Qatar,25.3548,51.1839,2020-08-23,117008,193,113808,QAT,jhu
,Romania,45.9432,24.9668,2020-08-23,78505,3272,35287,ROU,jhu
,Russia,61.52401,105.318756,2020-08-23,954328,16341,768906,RUS,jhu
,Rwanda,-1.9403,29.8739,2020-08-23,3089,12,1755,RWA,jhu
,Saint Kitts and Nevis,17.357822,-62.782998,2020-08-23,17,0,17,KNA,jhu
,Saint Lucia,13.9094,-60.9789,2020-08-23,26,0,25,LCA,jhu
,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-08-23,58,0,56,VCT,jhu
,San Marino,43.9424,12.4578,2020-08-23,704,42,657,SMR,jhu
,Sao Tome and Principe,0.1864,6.6131,2020-08-23,892,15,831,STP,jhu
,Saudi Arabia,23.885942,45.079162,2020-08-23,307479,3649,280143,SAU,jhu
,Senegal,14.4974,-14.4524,2020-08-23,12949,269,8455,SEN,jhu
,Serbia,44.0165,21.0059,2020-08-23,30657,698,0,SRB,jhu
,Seychelles,-4.6796,55.492,2020-08-23,132,0,126,SYC,jhu
,Sierra Leone,8.460555000000001,-11.779889,2020-08-23,1992,69,1550,SLE,jhu
,Singapore,1.2833,103.8333,2020-08-23,56353,27,54164,SGP,jhu
,Slovakia,48.669,19.699,2020-08-23,3356,33,2148,SVK,jhu
,Slovenia,46.1512,14.9955,2020-08-23,2651,131,2079,SVN,jhu
,Somalia,5.152149,46.199616,2020-08-23,3269,93,2396,SOM,jhu
,South Africa,-30.5595,22.9375,2020-08-23,609773,13059,506470,ZAF,jhu
,South Sudan,6.877000000000002,31.307,2020-08-23,2499,47,1290,SSD,jhu
,Spain,40.463667,-3.74922,2020-08-23,386054,28838,150376,ESP,jhu
,Sri Lanka,7.873054,80.77179699999998,2020-08-23,2953,12,2805,LKA,jhu
,Sudan,12.8628,30.2176,2020-08-23,12836,815,6497,SDN,jhu
,Suriname,3.9193,-56.0278,2020-08-23,3607,58,2688,SUR,jhu
,Sweden,60.128161,18.643501,2020-08-23,83171,5816,0,SWE,jhu
,Switzerland,46.8182,8.2275,2020-08-23,39903,2001,34400,CHE,jhu
,Taiwan*,23.7,121.0,2020-08-23,487,7,457,TWN,jhu
,Tajikistan,38.861,71.2761,2020-08-23,8311,66,7108,TJK,jhu
,Tanzania,-6.369028,34.888822,2020-08-23,509,21,183,TZA,jhu
,Thailand,15.870032,100.992541,2020-08-23,3395,58,3221,THA,jhu
,Togo,8.6195,0.8248,2020-08-23,1277,27,910,TGO,jhu
,Trinidad and Tobago,10.6918,-61.2225,2020-08-23,1007,14,165,TTO,jhu
,Tunisia,33.886917,9.537499,2020-08-23,2818,71,1443,TUN,jhu
,Turkey,38.9637,35.2433,2020-08-23,258249,6121,237165,TUR,jhu
,US,40.0,-100.0,2020-08-23,5701645,176800,1997761,USA,jhu
,Uganda,1.373333,32.290275,2020-08-23,2263,20,1199,UGA,jhu
,Ukraine,48.3794,31.1656,2020-08-23,107379,2313,53968,UKR,jhu
,United Arab Emirates,23.424076,53.847818,2020-08-23,67007,375,58488,ARE,jhu
Anguilla,United Kingdom,18.2206,-63.0686,2020-08-23,3,0,3,GBR,jhu
Bermuda,United Kingdom,32.3078,-64.7505,2020-08-23,167,9,149,GBR,jhu
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-08-23,21,1,8,GBR,jhu
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-08-23,205,1,202,GBR,jhu
Channel Islands,United Kingdom,49.3723,-2.3644,2020-08-23,614,48,545,GBR,jhu
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-08-23,13,0,13,GBR,jhu
Gibraltar,United Kingdom,36.1408,-5.3536,2020-08-23,246,0,201,GBR,jhu
Isle of Man,United Kingdom,54.2361,-4.5481,2020-08-23,336,24,312,GBR,jhu
Montserrat,United Kingdom,16.742498,-62.187366,2020-08-23,13,1,12,GBR,jhu
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-08-23,383,2,102,GBR,jhu
,United Kingdom,55.3781,-3.4360000000000004,2020-08-23,325642,41429,0,GBR,jhu
,Uruguay,-32.5228,-55.7658,2020-08-23,1527,42,1276,URY,jhu
,Uzbekistan,41.377491,64.585262,2020-08-23,38946,273,34987,UZB,jhu
,Venezuela,6.4238,-66.5897,2020-08-23,39564,329,29966,VEN,jhu
,Vietnam,14.058324,108.277199,2020-08-23,1016,27,568,VNM,jhu
,West Bank and Gaza,31.9522,35.2332,2020-08-23,18802,128,11843,PSE,jhu
,Western Sahara,24.2155,-12.8858,2020-08-23,10,1,8,ESH,jhu
,Yemen,15.552727,48.516388,2020-08-23,1911,553,1086,YEM,jhu
,Zambia,-13.133897,27.849332,2020-08-23,11082,280,9942,ZMB,jhu
,Zimbabwe,-19.015438,29.154857,2020-08-23,5930,155,4872,ZWE,jhu
,Afghanistan,33.93911,67.709953,2020-08-24,38054,1389,28360,AFG,jhu
,Albania,41.1533,20.1683,2020-08-24,8605,254,4413,ALB,jhu
,Algeria,28.0339,1.6596,2020-08-24,41858,1446,29369,DZA,jhu
,Andorra,42.5063,1.5218,2020-08-24,1060,53,877,AND,jhu
,Angola,-11.2027,17.8739,2020-08-24,2222,100,877,AGO,jhu
,Antigua and Barbuda,17.0608,-61.7964,2020-08-24,94,3,89,ATG,jhu
,Argentina,-38.4161,-63.6167,2020-08-24,350867,7366,256789,ARG,jhu
,Armenia,40.0691,45.0382,2020-08-24,42825,854,36049,ARM,jhu
Australian Capital Territory,Australia,-35.4735,149.0124,2020-08-24,113,3,110,AUS,jhu
New South Wales,Australia,-33.8688,151.2093,2020-08-24,3991,52,2994,AUS,jhu
Northern Territory,Australia,-12.4634,130.8456,2020-08-24,33,0,31,AUS,jhu
Queensland,Australia,-27.4698,153.0251,2020-08-24,1106,6,1082,AUS,jhu
South Australia,Australia,-34.9285,138.6007,2020-08-24,463,4,456,AUS,jhu
Tasmania,Australia,-42.8821,147.3272,2020-08-24,230,13,216,AUS,jhu
Victoria,Australia,-37.8136,144.9631,2020-08-24,18464,438,14077,AUS,jhu
Western Australia,Australia,-31.9505,115.8605,2020-08-24,653,9,635,AUS,jhu
,Austria,47.5162,14.5501,2020-08-24,25495,733,21657,AUT,jhu
,Azerbaijan,40.1431,47.5769,2020-08-24,35426,519,33104,AZE,jhu
,Bahamas,25.025885,-78.035889,2020-08-24,1765,29,227,BHS,jhu
,Bahrain,26.0275,50.55,2020-08-24,49719,185,46311,BHR,jhu
,Bangladesh,23.685,90.3563,2020-08-24,297083,3983,182875,BGD,jhu
,Barbados,13.1939,-59.5432,2020-08-24,161,7,132,BRB,jhu
,Belarus,53.7098,27.9534,2020-08-24,70645,646,68925,BLR,jhu
,Belgium,50.8333,4.469936,2020-08-24,82092,9996,18242,BEL,jhu
,Belize,17.1899,-88.4976,2020-08-24,713,10,45,BLZ,jhu
,Benin,9.3077,2.3158,2020-08-24,2115,39,1705,BEN,jhu
,Bhutan,27.5142,90.4336,2020-08-24,156,0,117,BTN,jhu
,Bolivia,-16.2902,-63.5887,2020-08-24,110148,4578,47050,BOL,jhu
,Bosnia and Herzegovina,43.9159,17.6791,2020-08-24,18029,547,11861,BIH,jhu
,Botswana,-22.3285,24.6849,2020-08-24,1562,3,199,BWA,jhu
,Brazil,-14.235,-51.9253,2020-08-24,3622861,115309,2976256,BRA,jhu
,Brunei,4.5353,114.7277,2020-08-24,143,3,139,BRN,jhu
,Bulgaria,42.7339,25.4858,2020-08-24,15386,563,10497,BGR,jhu
,Burkina Faso,12.2383,-1.5616,2020-08-24,1338,55,1050,BFA,jhu
,Burma,21.9162,95.956,2020-08-24,474,6,341,MMR,jhu
,Burundi,-3.3731,29.9189,2020-08-24,430,1,345,BDI,jhu
,Cabo Verde,16.5388,-23.0418,2020-08-24,3532,37,2599,CPV,jhu
,Cambodia,11.55,104.9167,2020-08-24,273,0,263,KHM,jhu
,Cameroon,3.848,11.5021,2020-08-24,18762,408,16540,CMR,jhu
,Central African Republic,6.6111,20.9394,2020-08-24,4679,61,1755,CAF,jhu
,Chad,15.4542,18.7322,2020-08-24,987,76,870,TCD,jhu
,Chile,-35.6751,-71.543,2020-08-24,399568,10916,372464,CHL,jhu
Anhui,China,31.8257,117.2264,2020-08-24,991,6,985,CHN,jhu
Beijing,China,40.1824,116.4142,2020-08-24,935,9,924,CHN,jhu
Chongqing,China,30.0572,107.874,2020-08-24,583,6,577,CHN,jhu
Fujian,China,26.0789,117.9874,2020-08-24,375,1,365,CHN,jhu
Gansu,China,35.7518,104.2861,2020-08-24,169,2,167,CHN,jhu
Guangdong,China,23.3417,113.4244,2020-08-24,1730,8,1702,CHN,jhu
Guangxi,China,23.8298,108.7881,2020-08-24,255,2,253,CHN,jhu
Guizhou,China,26.8154,106.8748,2020-08-24,147,2,145,CHN,jhu
Hainan,China,19.1959,109.7453,2020-08-24,171,6,165,CHN,jhu
Heilongjiang,China,47.862,127.7615,2020-08-24,948,13,934,CHN,jhu
Hong Kong,China,22.3,114.2,2020-08-24,4691,77,4052,CHN,jhu
Hubei,China,30.9756,112.2707,2020-08-24,68139,4512,63626,CHN,jhu
Hunan,China,27.6104,111.7088,2020-08-24,1019,4,1015,CHN,jhu
Inner Mongolia,China,44.0935,113.9448,2020-08-24,260,1,257,CHN,jhu
Jiangsu,China,32.9711,119.455,2020-08-24,665,0,656,CHN,jhu
Jiangxi,China,27.614,115.7221,2020-08-24,935,1,931,CHN,jhu
Jilin,China,43.6661,126.1923,2020-08-24,157,2,155,CHN,jhu
Liaoning,China,41.2956,122.6085,2020-08-24,262,2,253,CHN,jhu
Macau,China,22.1667,113.55,2020-08-24,46,0,46,CHN,jhu
Ningxia,China,37.2692,106.1655,2020-08-24,75,0,75,CHN,jhu
Qinghai,China,35.7452,95.9956,2020-08-24,18,0,18,CHN,jhu
Shaanxi,China,35.1917,108.8701,2020-08-24,364,3,347,CHN,jhu
Shandong,China,36.3427,118.1498,2020-08-24,831,7,798,CHN,jhu
Shanghai,China,31.202,121.4491,2020-08-24,882,7,799,CHN,jhu
Shanxi,China,37.5777,112.2922,2020-08-24,202,0,201,CHN,jhu
Sichuan,China,30.6171,102.7103,2020-08-24,635,3,615,CHN,jhu
Tianjin,China,39.3054,117.323,2020-08-24,219,3,203,CHN,jhu
Tibet,China,31.6927,88.0924,2020-08-24,1,0,1,CHN,jhu
Xinjiang,China,41.1129,85.2401,2020-08-24,902,3,739,CHN,jhu
Yunnan,China,24.974,101.487,2020-08-24,198,2,189,CHN,jhu
Zhejiang,China,29.1832,120.0934,2020-08-24,1277,1,1268,CHN,jhu
,Colombia,4.5709,-74.2973,2020-08-24,551688,17612,384165,COL,jhu
,Comoros,-11.6455,43.3333,2020-08-24,417,7,396,COM,jhu
,Congo (Brazzaville),-0.228,15.8277,2020-08-24,3979,78,1742,COG,jhu
,Congo (Kinshasa),-4.0383,21.7587,2020-08-24,9842,251,8953,COD,jhu
,Costa Rica,9.7489,-83.7534,2020-08-24,34463,362,12758,CRI,jhu
,Cote d'Ivoire,7.54,-5.5471,2020-08-24,17506,114,15633,CIV,jhu
,Croatia,45.1,15.2,2020-08-24,8311,173,5926,HRV,jhu
,Cuba,21.521757,-77.78116700000002,2020-08-24,3717,91,3079,CUB,jhu
,Cyprus,35.1264,33.4299,2020-08-24,1451,20,878,CYP,jhu
,Czechia,49.8175,15.473,2020-08-24,22181,415,16376,CZE,jhu
Faroe Islands,Denmark,61.8926,-6.9118,2020-08-24,410,0,337,DNK,jhu
Greenland,Denmark,71.7069,-42.6043,2020-08-24,14,0,14,DNK,jhu
,Denmark,56.2639,9.5018,2020-08-24,16397,623,14310,DNK,jhu
,Diamond Princess,0.0,0.0,2020-08-24,712,13,651,cruise,jhu
,Djibouti,11.8251,42.5903,2020-08-24,5383,60,5273,DJI,jhu
,Dominica,15.415,-61.371,2020-08-24,20,0,18,DMA,jhu
,Dominican Republic,18.7357,-70.1627,2020-08-24,91608,1573,61558,DOM,jhu
,Ecuador,-1.8312,-78.1834,2020-08-24,108289,6322,94878,ECU,jhu
,Egypt,26.820553000000004,30.802498,2020-08-24,97478,5280,66817,EGY,jhu
,El Salvador,13.7942,-88.8965,2020-08-24,24811,669,12492,SLV,jhu
,Equatorial Guinea,1.6508,10.2679,2020-08-24,4926,83,3795,GNQ,jhu
,Eritrea,15.1794,39.7823,2020-08-24,306,0,274,ERI,jhu
,Estonia,58.5953,25.0136,2020-08-24,2275,64,2025,EST,jhu
,Eswatini,-26.5225,31.4659,2020-08-24,4304,85,2936,SWZ,jhu
,Ethiopia,9.145,40.4897,2020-08-24,42143,692,15262,ETH,jhu
,Fiji,-17.7134,178.065,2020-08-24,28,1,23,FJI,jhu
,Finland,61.92411,25.748151,2020-08-24,7938,335,7100,FIN,jhu
French Guiana,France,3.9339,-53.1258,2020-08-24,8875,56,8363,FRA,jhu
French Polynesia,France,-17.6797,149.4068,2020-08-24,211,0,68,FRA,jhu
Guadeloupe,France,16.265,-61.551,2020-08-24,771,15,289,FRA,jhu
Martinique,France,14.6415,-61.0242,2020-08-24,464,16,98,FRA,jhu
Mayotte,France,-12.8275,45.166244,2020-08-24,3237,39,2964,FRA,jhu
New Caledonia,France,-20.904305,165.618042,2020-08-24,23,0,23,FRA,jhu
Reunion,France,-21.1151,55.5364,2020-08-24,1244,6,692,FRA,jhu
Saint Barthelemy,France,17.9,-62.8333,2020-08-24,16,0,9,FRA,jhu
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-08-24,5,0,1,FRA,jhu
St Martin,France,18.0708,-63.0501,2020-08-24,176,5,52,FRA,jhu
,France,46.2276,2.2137,2020-08-24,267392,30396,72793,FRA,jhu
,Gabon,-0.8037,11.6094,2020-08-24,8409,53,6959,GAB,jhu
,Gambia,13.4432,-15.3101,2020-08-24,2585,87,490,GMB,jhu
,Georgia,42.3154,43.3569,2020-08-24,1421,18,1137,GEO,jhu
,Germany,51.165691,10.451526,2020-08-24,236122,9276,208653,DEU,jhu
,Ghana,7.9465,-1.0232,2020-08-24,43622,263,41695,GHA,jhu
,Greece,39.0742,21.8243,2020-08-24,8819,242,1347,GRC,jhu
,Grenada,12.1165,-61.679,2020-08-24,24,0,24,GRD,jhu
,Guatemala,15.7835,-90.2308,2020-08-24,68533,2611,57735,GTM,jhu
,Guinea,9.9456,-9.6966,2020-08-24,9076,55,7928,GIN,jhu
,Guinea-Bissau,11.8037,-15.1804,2020-08-24,2149,33,1015,GNB,jhu
,Guyana,4.860416000000002,-58.93018000000001,2020-08-24,1029,31,510,GUY,jhu
,Haiti,18.9712,-72.2852,2020-08-24,8110,196,5624,HTI,jhu
,Holy See,41.9029,12.4534,2020-08-24,12,0,12,VAT,jhu
,Honduras,15.2,-86.2419,2020-08-24,55479,1683,8556,HND,jhu
,Hungary,47.1625,19.5033,2020-08-24,5191,613,3695,HUN,jhu
,Iceland,64.9631,-19.0208,2020-08-24,2073,10,1946,ISL,jhu
,India,20.593684,78.96288,2020-08-24,3167323,58390,2404585,IND,jhu
,Indonesia,-0.7893,113.9213,2020-08-24,155412,6759,111060,IDN,jhu
,Iran,32.427908,53.68804599999999,2020-08-24,361150,20776,311365,IRN,jhu
,Iraq,33.223191,43.679291,2020-08-24,207985,6519,150389,IRQ,jhu
,Ireland,53.1424,-7.6921,2020-08-24,28116,1777,23364,IRL,jhu
,Israel,31.046051,34.851612,2020-08-24,104472,847,81642,ISR,jhu
,Italy,41.87194,12.56738,2020-08-24,260298,35441,205662,ITA,jhu
,Jamaica,18.1096,-77.2975,2020-08-24,1612,16,819,JAM,jhu
,Japan,36.204824,138.252924,2020-08-24,63158,1201,49089,JPN,jhu
,Jordan,31.24,36.51,2020-08-24,1639,14,1335,JOR,jhu
,Kazakhstan,48.0196,66.9237,2020-08-24,104902,1415,93405,KAZ,jhu
,Kenya,-0.0236,37.9062,2020-08-24,32557,554,18895,KEN,jhu
,"Korea, South",35.90775700000001,127.766922,2020-08-24,17945,310,14286,KOR,jhu
,Kosovo,42.602636,20.902977,2020-08-24,12448,467,8505,RKS,jhu
,Kuwait,29.31166,47.481766,2020-08-24,80960,518,72925,KWT,jhu
,Kyrgyzstan,41.20438,74.766098,2020-08-24,43126,1057,36615,KGZ,jhu
,Laos,19.85627,102.495496,2020-08-24,22,0,20,LAO,jhu
,Latvia,56.8796,24.6032,2020-08-24,1337,33,1093,LVA,jhu
,Lebanon,33.8547,35.8623,2020-08-24,13155,126,3704,LBN,jhu
,Lesotho,-29.61,28.2336,2020-08-24,1015,30,472,LSO,jhu
,Liberia,6.4280550000000005,-9.429499,2020-08-24,1290,82,819,LBR,jhu
,Libya,26.3351,17.228331,2020-08-24,11009,199,1096,LBY,jhu
,Liechtenstein,47.14,9.55,2020-08-24,100,1,90,LIE,jhu
,Lithuania,55.1694,23.8813,2020-08-24,2673,85,1766,LTU,jhu
,Luxembourg,49.8153,6.1296,2020-08-24,7794,124,7106,LUX,jhu
,MS Zaandam,0.0,0.0,2020-08-24,9,2,0,cruise,jhu
,Madagascar,-18.766947,46.869107,2020-08-24,14402,178,13436,MDG,jhu
,Malawi,-13.2543,34.3015,2020-08-24,5419,169,3059,MWI,jhu
,Malaysia,4.210483999999999,101.975766,2020-08-24,9274,125,8965,MYS,jhu
,Maldives,3.2028,73.2207,2020-08-24,6912,27,4297,MDV,jhu
,Mali,17.570692,-3.996166000000001,2020-08-24,2708,125,2025,MLI,jhu
,Malta,35.9375,14.3754,2020-08-24,1667,10,977,MLT,jhu
,Mauritania,21.0079,-10.9408,2020-08-24,6928,158,6282,MRT,jhu
,Mauritius,-20.348404,57.552152,2020-08-24,347,10,335,MUS,jhu
,Mexico,23.6345,-102.5528,2020-08-24,563705,60800,466209,MEX,jhu
,Moldova,47.4116,28.3699,2020-08-24,33828,945,23570,MDA,jhu
,Monaco,43.7333,7.4167,2020-08-24,154,4,116,MCO,jhu
,Mongolia,46.8625,103.8467,2020-08-24,298,0,289,MNG,jhu
,Montenegro,42.708678000000006,19.37439,2020-08-24,4378,84,3420,MNE,jhu
,Morocco,31.7917,-7.0926,2020-08-24,53252,920,37478,MAR,jhu
,Namibia,-22.9576,18.4904,2020-08-24,6030,56,2563,NAM,jhu
,Nepal,28.1667,84.25,2020-08-24,32678,157,18806,NPL,jhu
Aruba,Netherlands,12.5211,-69.9683,2020-08-24,1628,7,461,NLD,jhu
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2020-08-24,13,0,7,NLD,jhu
Curacao,Netherlands,12.1696,-68.99,2020-08-24,47,1,34,NLD,jhu
Sint Maarten,Netherlands,18.0425,-63.0548,2020-08-24,408,17,147,NLD,jhu
,Netherlands,52.1326,5.2913,2020-08-24,67128,6202,0,NLD,jhu
,New Zealand,-40.9006,174.886,2020-08-24,1690,22,1539,NZL,jhu
,Nicaragua,12.865416,-85.207229,2020-08-24,4311,133,2913,NIC,jhu
,Niger,17.607789,8.081666,2020-08-24,1172,69,1084,NER,jhu
,Nigeria,9.082,8.6753,2020-08-24,52548,1004,39257,NGA,jhu
,North Macedonia,41.6086,21.7453,2020-08-24,13673,568,10150,MKD,jhu
,Norway,60.472,8.4689,2020-08-24,10395,264,9150,NOR,jhu
,Oman,21.512583,55.92325500000001,2020-08-24,84509,637,78912,OMN,jhu
,Pakistan,30.3753,69.3451,2020-08-24,293261,6244,276829,PAK,jhu
,Panama,8.538,-80.7821,2020-08-24,87485,1906,62185,PAN,jhu
,Papua New Guinea,-6.314993,143.95555,2020-08-24,401,4,232,PNG,jhu
,Paraguay,-23.4425,-58.4438,2020-08-24,13602,219,7649,PRY,jhu
,Peru,-9.19,-75.0152,2020-08-24,594326,27663,399357,PER,jhu
,Philippines,12.879721,121.774017,2020-08-24,194252,3010,132042,PHL,jhu
,Poland,51.9194,19.1451,2020-08-24,62310,1960,42448,POL,jhu
,Portugal,39.3999,-8.2245,2020-08-24,55720,1801,40880,PRT,jhu
,Qatar,25.3548,51.1839,2020-08-24,117266,194,114099,QAT,jhu
,Romania,45.9432,24.9668,2020-08-24,79330,3309,35517,ROU,jhu
,Russia,61.52401,105.318756,2020-08-24,959016,16406,771357,RUS,jhu
,Rwanda,-1.9403,29.8739,2020-08-24,3306,14,1785,RWA,jhu
,Saint Kitts and Nevis,17.357822,-62.782998,2020-08-24,17,0,17,KNA,jhu
,Saint Lucia,13.9094,-60.9789,2020-08-24,26,0,25,LCA,jhu
,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-08-24,58,0,56,VCT,jhu
,San Marino,43.9424,12.4578,2020-08-24,704,42,657,SMR,jhu
,Sao Tome and Principe,0.1864,6.6131,2020-08-24,892,15,832,STP,jhu
,Saudi Arabia,23.885942,45.079162,2020-08-24,308654,3691,282888,SAU,jhu
,Senegal,14.4974,-14.4524,2020-08-24,13013,272,8595,SEN,jhu
,Serbia,44.0165,21.0059,2020-08-24,30714,701,0,SRB,jhu
,Seychelles,-4.6796,55.492,2020-08-24,132,0,126,SYC,jhu
,Sierra Leone,8.460555000000001,-11.779889,2020-08-24,1997,69,1557,SLE,jhu
,Singapore,1.2833,103.8333,2020-08-24,56404,27,54587,SGP,jhu
,Slovakia,48.669,19.699,2020-08-24,3424,33,2153,SVK,jhu
,Slovenia,46.1512,14.9955,2020-08-24,2665,133,2122,SVN,jhu
,Somalia,5.152149,46.199616,2020-08-24,3269,93,2443,SOM,jhu
,South Africa,-30.5595,22.9375,2020-08-24,611450,13159,516494,ZAF,jhu
,South Sudan,6.877000000000002,31.307,2020-08-24,2504,47,1290,SSD,jhu
,Spain,40.463667,-3.74922,2020-08-24,405436,28872,150376,ESP,jhu
,Sri Lanka,7.873054,80.77179699999998,2020-08-24,2959,12,2811,LKA,jhu
,Sudan,12.8628,30.2176,2020-08-24,12903,818,6538,SDN,jhu
,Suriname,3.9193,-56.0278,2020-08-24,3632,60,2758,SUR,jhu
,Sweden,60.128161,18.643501,2020-08-24,83353,5816,0,SWE,jhu
,Switzerland,46.8182,8.2275,2020-08-24,40060,2001,34400,CHE,jhu
,Taiwan*,23.7,121.0,2020-08-24,487,7,457,TWN,jhu
,Tajikistan,38.861,71.2761,2020-08-24,8346,67,7142,TJK,jhu
,Tanzania,-6.369028,34.888822,2020-08-24,509,21,183,TZA,jhu
,Thailand,15.870032,100.992541,2020-08-24,3402,58,3229,THA,jhu
,Togo,8.6195,0.8248,2020-08-24,1295,27,914,TGO,jhu
,Trinidad and Tobago,10.6918,-61.2225,2020-08-24,1099,15,165,TTO,jhu
,Tunisia,33.886917,9.537499,2020-08-24,2893,71,1454,TUN,jhu
,Turkey,38.9637,35.2433,2020-08-24,259692,6139,237908,TUR,jhu
,US,40.0,-100.0,2020-08-24,5739536,177245,2020774,USA,jhu
,Uganda,1.373333,32.290275,2020-08-24,2362,22,1248,UGA,jhu
,Ukraine,48.3794,31.1656,2020-08-24,109234,2335,54262,UKR,jhu
,United Arab Emirates,23.424076,53.847818,2020-08-24,67282,376,58582,ARE,jhu
Anguilla,United Kingdom,18.2206,-63.0686,2020-08-24,3,0,3,GBR,jhu
Bermuda,United Kingdom,32.3078,-64.7505,2020-08-24,168,9,150,GBR,jhu
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-08-24,21,1,8,GBR,jhu
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-08-24,205,1,202,GBR,jhu
Channel Islands,United Kingdom,49.3723,-2.3644,2020-08-24,616,48,545,GBR,jhu
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-08-24,13,0,13,GBR,jhu
Gibraltar,United Kingdom,36.1408,-5.3536,2020-08-24,248,0,203,GBR,jhu
Isle of Man,United Kingdom,54.2361,-4.5481,2020-08-24,336,24,312,GBR,jhu
Montserrat,United Kingdom,16.742498,-62.187366,2020-08-24,13,1,12,GBR,jhu
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-08-24,383,2,102,GBR,jhu
,United Kingdom,55.3781,-3.4360000000000004,2020-08-24,326614,41433,0,GBR,jhu
,Uruguay,-32.5228,-55.7658,2020-08-24,1533,42,1295,URY,jhu
,Uzbekistan,41.377491,64.585262,2020-08-24,39348,280,35551,UZB,jhu
,Venezuela,6.4238,-66.5897,2020-08-24,40338,337,31080,VEN,jhu
,Vietnam,14.058324,108.277199,2020-08-24,1022,27,587,VNM,jhu
,West Bank and Gaza,31.9522,35.2332,2020-08-24,19213,133,11870,PSE,jhu
,Western Sahara,24.2155,-12.8858,2020-08-24,10,1,8,ESH,jhu
,Yemen,15.552727,48.516388,2020-08-24,1916,555,1090,YEM,jhu
,Zambia,-13.133897,27.849332,2020-08-24,11148,280,10208,ZMB,jhu
,Zimbabwe,-19.015438,29.154857,2020-08-24,6070,155,4950,ZWE,jhu
